REFDES,PIN_NUMBER,SYM_NAME,COMP_DEVICE_TYPE,PAD_STACK_NAME,PIN_X,PIN_Y,NET_NAME
BGA,AB14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,-3940.417,DEPOP
BGA,AB16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,-3940.417,DEPOP
BGA,AB18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,-3940.417,DEPOP
BGA,AB20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,-3940.417,VSS
BGA,AB22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,-3940.417,VSS
BGA,AB24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,-3940.417,VSS
BGA,AB26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,-3940.417,VDD_SOC
BGA,AB28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,-3940.417,VSS
BGA,AB30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,-3940.417,VDD_SOC
BGA,AB32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,-3940.417,VSS
BGA,AB34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,-3940.417,VDD_SOC
BGA,AB36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,-3940.417,VSS
BGA,AB38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,-3940.417,VDD_SOC
BGA,AB40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,-3940.417,VSS
BGA,AB42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,-3940.417,VDD_EARC_1P8
BGA,AB44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,-3940.417,VSS
BGA,AB46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,-3940.417,VSS
BGA,AB48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,-3940.417,SD2_CLK
BGA,AB50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,-3940.417,VSS
BGA,AB52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,-3940.417,SD2_CMD
BGA,AC1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,-4546.635,DRAM_DQ06_A
BGA,AC3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,-4546.635,VSS
BGA,AC5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,-4546.635,DRAM_DQ07_A
BGA,AC7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,-4546.635,DRAM_WCK0_C_A
BGA,AC9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,-4546.635,VSS
BGA,AC11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,-4546.635,DRAM_CA7_A
BGA,AC13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,-4546.635,DEPOP
BGA,AC15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,-4546.635,DEPOP
BGA,AC17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,-4546.635,DEPOP
BGA,AC19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,-4546.635,VDD_ANA_1P8
BGA,AC21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,-4546.635,VDD_ANA_1P8
BGA,AC23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,-4546.635,NVCC_CCM_DAP
BGA,AC25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,-4546.635,NVCC_ENET
BGA,AC27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,-4546.635,VSS
BGA,AC29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,-4546.635,VSS
BGA,AC31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,-4546.635,VSS
BGA,AC33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,-4546.635,VSS
BGA,AC35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,-4546.635,VSS
BGA,AC37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,-4546.635,VSS
BGA,AC39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,-4546.635,VSS
BGA,AC41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,-4546.635,VDD_EARC_1P8
BGA,AC43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,-4546.635,VSS
BGA,AC45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,-4546.635,SD1_DATA7
BGA,AC47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,-4546.635,VSS
BGA,AC49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,-4546.635,SD2_DATA1
BGA,AC51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,-4546.635,SD2_DATA0
BGA,AD2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,-5152.853,DRAM_DQ04_A
BGA,AD4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,-5152.853,DRAM_DQ05_A
BGA,AD6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,-5152.853,VSS
BGA,AD8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,-5152.853,DRAM_DQS0_C_A
BGA,AD10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,-5152.853,DRAM_DQS0_T_A
BGA,AD12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,-5152.853,VDDQ_DDR
BGA,AD14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,-5152.853,VSS
BGA,AD16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,-5152.853,VSS
BGA,AD18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,-5152.853,VDD_ETH_0P8
BGA,AD20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,-5152.853,VDD_ETH_1P8
BGA,AD22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,-5152.853,VDD_ETH_1P8
BGA,AD24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,-5152.853,NVCC_CCM_DAP
BGA,AD26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,-5152.853,NVCC_ENET
BGA,AD28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,-5152.853,VDD_ANA_0P8
BGA,AD30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,-5152.853,VDD_ANA_0P8
BGA,AD32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,-5152.853,NVCC_WAKEUP
BGA,AD34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,-5152.853,NVCC_WAKEUP
BGA,AD36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,-5152.853,NVCC_SD2
BGA,AD38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,-5152.853,NVCC_SD2
BGA,AD40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,-5152.853,VSS_SOC_SENSE
BGA,AD42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,-5152.853,VDD_SOC_SENSE
BGA,AD44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,-5152.853,SD1_DATA6
BGA,AD46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,-5152.853,SD1_DATA2
BGA,AD48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,-5152.853,SD2_CD_B
BGA,AD50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,-5152.853,VSS
BGA,AD52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,-5152.853,SD2_RESET_B
BGA,AE1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,-5759.071,DRAM_DQ01_A
BGA,AE3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,-5759.071,VSS
BGA,AE5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,-5759.071,DRAM_DQ03_A
BGA,AE7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,-5759.071,DRAM_DQ14_A
BGA,AE9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,-5759.071,VSS
BGA,AE11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,-5759.071,DRAM_DQ13_A
BGA,AE13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,-5759.071,VDDQ_DDR
BGA,AE15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,-5759.071,VSS
BGA,AE17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,-5759.071,VDD_ETH_0P8
BGA,AE19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,-5759.071,VSS
BGA,AE21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,-5759.071,VSS
BGA,AE23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,-5759.071,VSS
BGA,AE25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,-5759.071,VSS
BGA,AE27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,-5759.071,VSS
BGA,AE29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,-5759.071,VSS
BGA,AE31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,-5759.071,VSS
BGA,AE33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,-5759.071,VSS
BGA,AE35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,-5759.071,VSS
BGA,AE37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,-5759.071,VSS
BGA,AE39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,-5759.071,VSS
BGA,AE41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,-5759.071,VSS
BGA,AE43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,-5759.071,VSS
BGA,AE45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,-5759.071,SD1_DATA1
BGA,AE47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,-5759.071,VSS
BGA,AE49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,-5759.071,SD3_DATA2
BGA,AE51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,-5759.071,SD2_VSELECT
BGA,AF2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,-6365.289,DRAM_DMI0_A
BGA,AF4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,-6365.289,DRAM_DQ02_A
BGA,AF6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,-6365.289,VSS
BGA,AF8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,-6365.289,DRAM_DQ15_A
BGA,AF10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,-6365.289,DRAM_DQ10_A
BGA,AF12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,-6365.289,VSS
BGA,AF14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,-6365.289,ETH_REF_PAD_CLK_N
BGA,AF16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,-6365.289,VSS
BGA,AF18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,-6365.289,VSS
BGA,AF20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,-6365.289,CCM_CLKO2
BGA,AF22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,-6365.289,VSS
BGA,AF24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,-6365.289,ENET2_TX_CTL
BGA,AF26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,-6365.289,VSS
BGA,AF28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,-6365.289,ENET2_TD2
BGA,AF30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,-6365.289,VSS
BGA,AF32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,-6365.289,ENET1_TX_CTL
BGA,AF34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,-6365.289,VSS
BGA,AF36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,-6365.289,ENET1_TD2
BGA,AF38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,-6365.289,VSS
BGA,AF40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,-6365.289,SD1_CMD
BGA,AF42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,-6365.289,VSS
BGA,AF44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,-6365.289,SD1_DATA4
BGA,AF46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,-6365.289,VSS
BGA,AF48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,-6365.289,SD3_CMD
BGA,AF50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,-6365.289,VSS
BGA,AF52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,-6365.289,SD3_DATA3
BGA,AG1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,-6971.507,DRAM_DQ00_A
BGA,AG3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,-6971.507,VSS
BGA,AG5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,-6971.507,VSS
BGA,AG7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,-6971.507,DRAM_DQ12_A
BGA,AG9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,-6971.507,VSS
BGA,AG11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,-6971.507,DRAM_DQ11_A
BGA,AG13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,-6971.507,VSS
BGA,AG15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,-6971.507,ETH_REF_PAD_CLK_P
BGA,AG17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,-6971.507,ETH_RESREF
BGA,AG19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,-6971.507,VSS
BGA,AG21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,-6971.507,DAP_TCLK_SWCLK
BGA,AG23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,-6971.507,ENET2_TXC
BGA,AG25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,-6971.507,ENET2_TD0
BGA,AG27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,-6971.507,ENET2_TD1
BGA,AG29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,-6971.507,ENET2_TD3
BGA,AG31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,-6971.507,ENET1_TXC
BGA,AG33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,-6971.507,ENET1_TD0
BGA,AG35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,-6971.507,ENET1_TD1
BGA,AG37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,-6971.507,ENET1_TD3
BGA,AG39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,-6971.507,SD1_CLK
BGA,AG41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,-6971.507,SD1_STROBE
BGA,AG43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,-6971.507,SD1_DATA3
BGA,AG45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,-6971.507,SD1_DATA0
BGA,AG47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,-6971.507,SD1_DATA5
BGA,AG49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,-6971.507,SD3_DATA0
BGA,AG51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,-6971.507,SD3_CLK
BGA,AH2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,-7577.725,DRAM_WCK1_T_A
BGA,AH4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,-7577.725,DRAM_WCK1_C_A
BGA,AH6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,-7577.725,VSS
BGA,AH8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,-7577.725,DRAM_DMI1_A
BGA,AH10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,-7577.725,DRAM_DQ09_A
BGA,AH12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,-7577.725,VSS
BGA,AH14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,-7577.725,VSS
BGA,AH16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,-7577.725,VSS
BGA,AH18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,-7577.725,VSS
BGA,AH20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,-7577.725,CCM_CLKO1
BGA,AH22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,-7577.725,DAP_TMS_SWDIO
BGA,AH24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,-7577.725,VSS
BGA,AH26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,-7577.725,ENET2_RX_CTL
BGA,AH28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,-7577.725,VSS
BGA,AH30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,-7577.725,ENET2_RD3
BGA,AH32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,-7577.725,VSS
BGA,AH34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,-7577.725,ENET1_RX_CTL
BGA,AH36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,-7577.725,VSS
BGA,AH38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,-7577.725,ENET1_RD3
BGA,AH40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,-7577.725,VSS
BGA,AH42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,-7577.725,XSPI1_SS1_B
BGA,AH44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,-7577.725,VSS
BGA,AH46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,-7577.725,XSPI1_DATA1
BGA,AH48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,-7577.725,VSS
BGA,AH50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,-7577.725,XSPI1_DATA7
BGA,AH52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,-7577.725,SD3_DATA1
BGA,AJ1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,-8183.943,VSS
BGA,AJ3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,-8183.943,DRAM_DQS1_C_A
BGA,AJ5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,-8183.943,VSS
BGA,AJ7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,-8183.943,DRAM_DQ08_A
BGA,AJ9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,-8183.943,VSS
BGA,AJ11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,-8183.943,VSS
BGA,AJ13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,-8183.943,ETH_RX0_P
BGA,AJ15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,-8183.943,VSS
BGA,AJ17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,-8183.943,ETH_TX0_P
BGA,AJ19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,-8183.943,VSS
BGA,AJ21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,-8183.943,CCM_CLKO4
BGA,AJ23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,-8183.943,DAP_TDO_TRACESWO
BGA,AJ25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,-8183.943,ENET2_RXC
BGA,AJ27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,-8183.943,ENET2_RD0
BGA,AJ29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,-8183.943,ENET2_RD2
BGA,AJ31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,-8183.943,ENET2_MDIO
BGA,AJ33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,-8183.943,ENET1_RXC
BGA,AJ35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,-8183.943,ENET1_RD0
BGA,AJ37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,-8183.943,ENET1_RD2
BGA,AJ39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,-8183.943,ENET1_MDIO
BGA,AJ41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,-8183.943,XSPI1_SS0_B
BGA,AJ43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,-8183.943,XSPI1_SCLK
BGA,AJ45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,-8183.943,XSPI1_DATA0
BGA,AJ47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,-8183.943,XSPI1_DATA2
BGA,AJ49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,-8183.943,XSPI1_DATA4
BGA,AJ51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,-8183.943,XSPI1_DATA6
