pkg_15x15,pkg_19x19,pad_type,pad_name,power_group,status_reset_asserted,status_reset_deasserted
X,X,DDR,DRAM_CA0_A,VDDQ_DDR,,
X,X,DDR,DRAM_CA1_A,VDDQ_DDR,,
X,X,DDR,DRAM_CA2_A,VDDQ_DDR,,
X,X,DDR,DRAM_CA3_A,VDDQ_DDR,,
X,X,DDR,DRAM_CA4_A,VDDQ_DDR,,
X,X,DDR,DRAM_CA5_A,VDDQ_DDR,,
X,X,DDR,DRAM_ZN,VDDQ_DDR,,
X,X,DDRCLK,DRAM_DQS0_T_B,VDDQ_DDR,,
X,X,,DRAM_DQS0_C_B,VDDQ_DDR,,
X,X,DDR,DRAM_DMI0_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ00_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ01_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ02_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ03_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ04_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ05_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ06_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ07_B,VDDQ_DDR,,
X,X,DDRCLK,DRAM_DQS1_T_B,VDDQ_DDR,,
X,X,,DRAM_DQS1_C_B,VDDQ_DDR,,
X,X,DDR,DRAM_DMI1_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ08_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ09_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ10_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ11_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ12_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ13_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ14_B,VDDQ_DDR,,
X,X,DDR,DRAM_DQ15_B,VDDQ_DDR,,
X,X,DDR,DRAM_LP4CKE_LP5CS0_B,VDD2H_DDR,,
X,X,DDR,DRAM_LP4CKE_LP5CS1_B,VDD2H_DDR,,
X,X,DDR,DRAM_CA6_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA7_B,VDDQ_DDR,,
X,X,DDR,DRAM_CK_T_B,VDDQ_DDR,,
X,X,DDR,DRAM_CK_C_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA0_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA1_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA2_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA3_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA4_B,VDDQ_DDR,,
X,X,DDR,DRAM_CA5_B,VDDQ_DDR,,
X,X,DDRCLK,DRAM_WCK0_T_A,VDDQ_DDR,,
X,X,,DRAM_WCK0_C_A,VDDQ_DDR,,
X,X,DDRCLK,DRAM_WCK1_T_A,VDDQ_DDR,,
X,X,,DRAM_WCK1_C_A,VDDQ_DDR,,
X,X,DDRCLK,DRAM_WCK0_T_B,VDDQ_DDR,,
X,X,,DRAM_WCK0_C_B,VDDQ_DDR,,
X,X,DDRCLK,DRAM_WCK1_T_B,VDDQ_DDR,,
X,X,,DRAM_WCK1_C_B,VDDQ_DDR,,
X,X,DDR,DRAM_ATO,VDD2H_DDR,,
,,Power,NVCC_AON,,,
,,Power,NVCC_BBSM_1P8,,,
,,Power,NVCC_CCM_DAP,,,
,,Power,NVCC_ENET,,,
,,Power,NVCC_GPIO,,,
,,Power,NVCC_SD2,,,
,,Power,NVCC_WAKEUP,,,
,,Power,VDD2H_DDR,,,
,,Power,VDDQ_DDR,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_0P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANA_1P8,,,
,,Power,VDD_ANAVDET_1P8,,,
,,Power,VDD_ANAVDET_1P8,,,
,,Power,VDD_ANAVDET_1P8,,,
,,Power,VDD_BBSM_0P8_CAP,,,
,,Power,VDD_DDR_0P8,,,
,,Power,VDD_AUD_1P8,,,
,,Power,VDD_AUD_1P8,,,
,,Power,VDD_LVDS_1P8,,,
,,Power,VDD_ETH_0P8,,,
,,Power,VDD_ETH_0P8,,,
,,Power,VDD_ETH_0P8,,,
,,Power,VDD_ETH_1P8,,,
,,Power,VDD_MIPI_0P8,,,
,,Power,VDD_MIPI_0P8,,,
,,Power,VDD_MIPI_0P8,,,
,,Power,VDD_MIPI_0P8,,,
,,Power,VDD_MIPI_1P8,,,
,,Power,VDD_MIPI_1P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_0P8,,,
,,Power,VDD_PCI_1P8,,,
,,Power,VDD_PCI_1P8,,,
,,Power,VDD_USB_0P8,,,
,,Power,VDD_USB_0P8,,,
,,Power,VDD_USB_0P8,,,
,,Power,VDD_USB_0P8,,,
,,Power,VDD_USB_0P8,,,
,,Power,VDD_USB_1P8,,,
,,Power,VDD_USB_3P3,,,
,,Power,VDD_USB_3P3,,,
,,Power,VDD_USB_3P3,,,
,,Power,VDD_USB_3P3,,,
,,Power,VDD_ARM,,,
,,Power,VDD_ARM_SENSE,,,
,,Power,VDD_SOC,,,
,,Power,VDD_SOC_SENSE,,,
,,Ground,VSS,,,
,,Ground,VSS_SENSE,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,Ground,VSS,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
